dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,19,Beimani korlo,beimani korlo,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,20,লে হালুয়া,লে হালুয়া,2,0.7333281735488016
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,21,"""পলাতক এইসব নেতাকর্মী( আঃলীগ) ও এই দেশের ভিতর থেকে একটি সম্প্রদায়ের কিছু লোক, ভারত কে বার বার অনুরোধ ও আহ্বান জানাচ্ছিল ছিল যে…""",পলাতক এইসব নেতাকর্মী আঃলীগ ও এই দেশের ভিতর থেকে একটি সম্প্রদায়ের কিছু লোক ভারত কে বার বার অনুরোধ ও আহ্বান জানাচ্ছিল ছিল যে,3,0.9100937621179506
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,22,"""নাটক কইরে দেশে পাঠাবে, পাকড়াও দেখায় খালাশ। মাঝখানে কিছু টাকার ছড়াছড়ি!""",নাটক কইরে দেশে পাঠাবে পাকড়াও দেখায় খালাশ মাঝখানে কিছু টাকার ছড়াছড়ি,3,0.38418717268007935
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,23,"""এভাবেই নিরপেক্ষ, সহজ সরল, সঙ্গিত-মনা, সুশীল, ছেতনাবাজ.. মানুষ গুলো দেশে ফিরে আসবে""",এভাবেই নিরপেক্ষ সহজ সরল সঙ্গিত মনা সুশীল ছেতনাবাজ মানুষ গুলো দেশে ফিরে আসবে,4,0.8618910269651399
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,24,"""তোদের ওয়েবসাইট এ্যাড দেখানোর জন্যেই বানানো, নিউজ লিখার কী দরকার? বলে দে, এ্যাড দেখে আসুন।""",তোদের ওয়েবসাইট এ্যাড দেখানোর জন্যেই বানানো নিউজ লিখার কী দরকার বলে দে এ্যাড দেখে আসুন,4,0.5242219840105499
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,25,দেশে আনার ব্যবস্থা করতে হবে তাড়াতাড়ি,দেশে আনার ব্যবস্থা করতে হবে তাড়াতাড়ি,3,0.8371274501195479
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,26,কোথায়ও কেও নেই,কোথায়ও কেও নেই,1,0.5999831359846413
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,27,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,2,0.5999987106905657
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,28,লে হালুয়া,লে হালুয়া,2,0.7333281735488016
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,29,ধরা দিয়েছে দেশে আসার জন্য,ধরা দিয়েছে দেশে আসার জন্য,4,0.7993934498829872
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,30,নাটক,নাটক,3,0.5971272872954326
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,31,এবার এদের দেশে ফিরিয়ে পুনরায় চাঙ্গা করা হবে,এবার এদের দেশে ফিরিয়ে পুনরায় চাঙ্গা করা হবে,4,0.3995146068032577
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,32,"""বিগত ১৬ বছরে আওয়ামী লীগের অত্যাচারে বিএনপির সাধারণ সমর্থক, নেতা কর্মী ও তাদের পরিবার অনেক কষ্ট করেছে। এমনকি বিএনপি জাসাস যুবদ…""",বিগত বছরে আওয়ামী লীগের অত্যাচারে বিএনপির সাধারণ সমর্থক নেতা কর্মী ও তাদের পরিবার অনেক কষ্ট করেছে এমনকি বিএনপি জাসাস যুবদ,2,0.5649946094816838
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,33,দ্রুত দেশে পাঠিয়ে দেওয়া হোক,দ্রুত দেশে পাঠিয়ে দেওয়া হোক,3,0.8646002296551717
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,34,প্রধানমন্ত্রী শেখ হাসিনা এই ব্যাপারে দ্রুত পদক্ষেপ নিবেন। ঐ পুলিশ সদস্যদের খাগড়াছড়ি রাঙ্গামাটি বদলি করা হবে।,প্রধানমন্ত্রী শেখ হাসিনা এই ব্যাপারে দ্রুত পদক্ষেপ নিবেন ঐ পুলিশ সদস্যদের খাগড়াছড়ি রাঙ্গামাটি বদলি করা হবে,1,0.8653686817516093
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,35,বহুত লবা ফালাইছে।,বহুত লবা ফালাইছে,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,36,লে হালুয়া,লে হালুয়া,2,0.7333281735488016
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,37,এটা আবার কোন নাটক,এটা আবার কোন নাটক,3,0.7985272700606205
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,38,না জানি কোন আকাম-কুকাম করছে,না জানি কোন আকাম কুকাম করছে,4,0.5209548234917805
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,39,হাস্যকর কলকাতা যাদের মামার বাড়ি তারা আবার গ্রেফতার হয়,হাস্যকর কলকাতা যাদের মামার বাড়ি তারা আবার গ্রেফতার হয়,2,0.4774798405235668
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,40,Please send them to Bangladesh with guard of honour. Kallu with recieve them with garlands....,please send them to bangladesh with guard of honour kallu with recieve them with garlands,3,0.8849378249363609
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,41,কি আইলো,কি আইলো,0,0.599154539512613
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,42,চমৎকার নিউজ,চমৎকার নিউজ,1,0.7309273543034684
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,43,"""বর্তমান মান সরকার কে তেল মারতেই হইতো,আওয়ামিলীগ এর কর্মিদের গ্রেপতার করছে।কতো বরো বেইমান এই ভারত দেখেন।""",বর্তমান মান সরকার কে তেল মারতেই হইতো আওয়ামিলীগ এর কর্মিদের গ্রেপতার করছে কতো বরো বেইমান এই ভারত দেখেন,3,0.6110117655134081
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,44,এরা বাংলাদেশী হলেও এরা মূলত ইন্ডিয়ান,এরা বাংলাদেশী হলেও এরা মূলত ইন্ডিয়ান,4,0.7995488241788385
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,45,হাদির খুনিদের ধরে ফেরত দে,হাদির খুনিদের ধরে ফেরত দে,2,0.7959357489411691
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,46,চুদলিংপং,চুদলিংপং,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,47,মোহাম্মদ মনির হোসাইন সব দিকে অন্ধকার,মোহাম্মদ মনির হোসাইন সব দিকে অন্ধকার,1,0.5999831510552313
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,48,আজম মোল্লা আবার কোথাকার কিসের শিল্পী?,আজম মোল্লা আবার কোথাকার কিসের শিল্পী,2,0.3989353449114991
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,49,"""তাদেরকে """"র"""" এর ট্রেনিং দিয়ে দেন""",তাদেরকে র এর ট্রেনিং দিয়ে দেন,4,0.7323861676752504
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,50,বাংলাদেশ শিল্পকলা একাডেমিতে বাউল দলে কিছু ভন্ড আছে ওই ভন্ডদের কে আইনের আওতায় আনতে হবে,বাংলাদেশ শিল্পকলা একাডেমিতে বাউল দলে কিছু ভন্ড আছে ওই ভন্ডদের কে আইনের আওতায় আনতে হবে,3,0.7991112669741878
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,51,ভারত এখন তাদের গ্রেফতার করে বাংলাদেশে পাঠাবে আর ভারতের দালাল তারেক জিয়া তাদেরকে বাংলাদেশ মুক্ত করবে এটাই হচ্ছে plan,ভারত এখন তাদের গ্রেফতার করে বাংলাদেশে পাঠাবে আর ভারতের দালাল তারেক জিয়া তাদেরকে বাংলাদেশ মুক্ত করবে এটাই হচ্ছে plan,3,0.745191700790491
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,52,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,2,0.8998055245831186
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,53,কোনকিছু পরার আগেই শুধু উনার ফেইস দেখে হা হা রিয়েক্ট দিয়ে দেওয়ার যে বেপারটা,কোনকিছু পরার আগেই শুধু উনার ফেইস দেখে হা হা রিয়েক্ট দিয়ে দেওয়ার যে বেপারটা,4,0.9098507778632556
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,54,এরে দেখলে হাসি পায় ক্যান?,এরে দেখলে হাসি পায় ক্যান,2,0.8664371722640819
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,55,এক ধাক্কায় এতদুর,এক ধাক্কায় এতদুর,2,0.7333197531320558
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,56,সে যুদ্ধের সময় তার বাবার পেটে লিকুইড ফর্মে ছিলো। তাই তাকে একজন লিকুইড মুক্তিযুদ্ধা বলা যায়।,সে যুদ্ধের সময় তার বাবার পেটে লিকুইড ফর্মে ছিলো তাই তাকে একজন লিকুইড মুক্তিযুদ্ধা বলা যায়,1,0.3883433141848909
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,57,মানুষ এত পরিমাণ হাসি কেমনে হাসতে পারে,মানুষ এত পরিমাণ হাসি কেমনে হাসতে পারে,0,0.6947359815985549
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,58,আমি জানিনা কেন জানি এই পোস্ট দেখার পর অটোমেটিক মুখে হাসি চলে আসছে,আমি জানিনা কেন জানি এই পোস্ট দেখার পর অটোমেটিক মুখে হাসি চলে আসছে,2,0.5563511640626798
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,59,জুলাই যুদ্বে কি ভেসে এসেছে?,জুলাই যুদ্বে কি ভেসে এসেছে,1,0.7327961101805879
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,60,যাইহোক এই মন্ত্রণালয়ে কেও ঘেরাও দিতো না,যাইহোক এই মন্ত্রণালয়ে কেও ঘেরাও দিতো না,1,0.6379313307923851
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,61,"""সময়মত সংসদে পৌছাতে না পারা ছেলেটাও এখন মন্ত্রনালয় চালাবে, ভাবা যায়""",সময়মত সংসদে পৌছাতে না পারা ছেলেটাও এখন মন্ত্রনালয় চালাবে ভাবা যায়,1,0.7309097327599884
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,62,সেরা,সেরা,0,0.5991436806098834
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,63,ও কি মন্ত্রী হওয়ার যোগ্য?,ও কি মন্ত্রী হওয়ার যোগ্য,4,0.7976456089867453
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,64,সবাই এত খুশি হইছে যে সবাই হা হা করতেছে,সবাই এত খুশি হইছে যে সবাই হা হা করতেছে,0,0.5689988315449037
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,65,এক ঠ্যালায় এতো দূর,এক ঠ্যালায় এতো দূর,0,0.7331673712306493
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,66,ঘেরাও বিষয়ক মন্ত্রী,ঘেরাও বিষয়ক মন্ত্রী,1,0.48007034664596815
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,67,"""যায়গামত দিছে বিম্পি সঠিক যায়গা সঠিক মাল, এবার মুক্তিযুদ্ধ নতুন ভাবে লিখা হবে""",যায়গামত দিছে বিম্পি সঠিক যায়গা সঠিক মাল এবার মুক্তিযুদ্ধ নতুন ভাবে লিখা হবে,2,0.40010338240460813
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,68,প্রথমে চোখ পড়তেই প্রতিবন্ধী পড়ে ফেলছিলাম,প্রথমে চোখ পড়তেই প্রতিবন্ধী পড়ে ফেলছিলাম,0,0.5499722623681111
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,69,Ai halare muktijuddhobisoyok dilo kon akkel e .onno montri hisebe dile mana jaito . advocate fazlur saheb k dile valo hoito:) …,ai halare muktijuddhobisoyok dilo kon akkel e onno montri hisebe dile mana jaito advocate fazlur saheb k dile valo hoito,3,0.919130607514607
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,70,ওনি কি মুক্তিযোদ্ধা। যখন কেউ না থাকবে তখন অন্য কথা।,ওনি কি মুক্তিযোদ্ধা যখন কেউ না থাকবে তখন অন্য কথা,3,0.8372862524843432
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,71,"""তো আরকি, এইবার বীর মুক্তিযোদ্ধা ইশরাকের নতুন দিগন্ত শুরু হবে। মুক্তিযুদ্ধ সম্পর্কে নতুন নতুন ইতিহাস প্রনায়ন করবে। এমনিতেই ইতি…""",তো আরকি এইবার বীর মুক্তিযোদ্ধা ইশরাকের নতুন দিগন্ত শুরু হবে মুক্তিযুদ্ধ সম্পর্কে নতুন নতুন ইতিহাস প্রনায়ন করবে এমনিতেই ইতি,3,0.6230566908437715
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,72,অথচ বীর মুক্তিযোদ্ধা ফজলুর রহমান কে দিতে পারতো,অথচ বীর মুক্তিযোদ্ধা ফজলুর রহমান কে দিতে পারতো,4,0.6225906376857551
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,73,সে যুদ্ধে গেছিল আমি তার সহযোদ্ধা ছিলাম গুলিতে তার বুকটা ছারখার হয়ে গেছিল এটা নিয়ে বিরোধ করলে রাজুতে ডাক দিব,সে যুদ্ধে গেছিল আমি তার সহযোদ্ধা ছিলাম গুলিতে তার বুকটা ছারখার হয়ে গেছিল এটা নিয়ে বিরোধ করলে রাজুতে ডাক দিব,4,0.47219894712149174
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,74,সে তো সে সময় বাচ্চা ছিল। অবশ্যই এখানে বিএনপি'র এডভোকেট ফজলুর রহমানকে আনা উচিত,সে তো সে সময় বাচ্চা ছিল অবশ্যই এখানে বিএনপি র এডভোকেট ফজলুর রহমানকে আনা উচিত,1,0.6136395622647135
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,75,এরে দেখলে ক্যান জানি চাপড়াইতে মন চায়,এরে দেখলে ক্যান জানি চাপড়াইতে মন চায়,2,0.884188507856539
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,76,"""tar mane betay kono kamera na, eda BNP o bujhche!""",tar mane betay kono kamera na eda bnp o bujhche,3,0.7961453499507387
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,77,জার জন্ন যুদ্ধের পরে সে আবার মুক্তিযুদ্ধ বিষয়ক হয় কেমনে,জার জন্ন যুদ্ধের পরে সে আবার মুক্তিযুদ্ধ বিষয়ক হয় কেমনে,1,0.5226116949437223
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,78,ইয়ে আব কনসি চিরিয়া কা নাম হে বেটা ?,ইয়ে আব কনসি চিরিয়া কা নাম হে বেটা,1,0.8364607994465666
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,79,Oke sweeper banano hok,oke sweeper banano hok,0,0.731352108284788
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,80,আহ কি খুশিরে,আহ কি খুশিরে,0,0.5999932347460205
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,81,@আল্লাহ সর্বশক্তিমান:তান্ত্রিক ওমর ফারুক কবিরাজ যে কোন সমস্যা থাকলে বল তত ইনশাল্লাহ স্বামী স্ত্রী অমিল প্রেম ভালোবাসা ব্যর্…,আল্লাহ সর্বশক্তিমান তান্ত্রিক ওমর ফারুক কবিরাজ যে কোন সমস্যা থাকলে বল তত ইনশাল্লাহ স্বামী স্ত্রী অমিল প্রেম ভালোবাসা ব্যর্,3,0.9098539690581742
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,82,"""ইউজার অথবা মাস্টার একাউন্ট করতে যোগাযোগ করুন। সারা দেশে ৩০% কমিশনে মাস্টার এজেন্ট নিয়োগ, ১ টাকাও ইনবেস্ট করতে হবে না। …""",ইউজার অথবা মাস্টার একাউন্ট করতে যোগাযোগ করুন সারা দেশে কমিশনে মাস্টার এজেন্ট নিয়োগ টাকাও ইনবেস্ট করতে হবে না,3,0.598347721262904
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,83,"""ভাগ্যভালো, চুমু শপি হয় নাই। …""",ভাগ্যভালো চুমু শপি হয় নাই,4,0.5968250431538707
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,84,"""মেয়র হতে চেয়েছিলো, হয়ে গেলো প্রতিমন্ত্রী …""",মেয়র হতে চেয়েছিলো হয়ে গেলো প্রতিমন্ত্রী,0,0.8658414356762745
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,85,I have a plan,i have a plan,3,0.7332151341403025
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,86,কবে জানি নামের আগে বীর মুক্তিযোদ্ধা লাগায় দেয়,কবে জানি নামের আগে বীর মুক্তিযোদ্ধা লাগায় দেয়,2,0.8982310917102369
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,87,Follo tu follo bak 100% garente,follo tu follo bak garente,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,88,ইসরাক ভাই আমার বয়স ৩০ আমিও মুক্তিযুদ্ধ করছি ভাই আমাকে একটা ভাতা দেওয়ার ব্যবস্থা করিয়েন আমার পোলাপান জেনো কোডা পায়,ইসরাক ভাই আমার বয়স আমিও মুক্তিযুদ্ধ করছি ভাই আমাকে একটা ভাতা দেওয়ার ব্যবস্থা করিয়েন আমার পোলাপান জেনো কোডা পায়,2,0.9420784033182976
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,89,যুদ্ধ নিয়ে সে কি বুঝে? তার কি তখন জন্ম হয়েছিল?!!!!!,যুদ্ধ নিয়ে সে কি বুঝে তার কি তখন জন্ম হয়েছিল,3,0.8843530301060474
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,90,গোয়া মারছে,গোয়া মারছে,4,0.7327373550083925
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,91,কিছু পর দেখবো ওর নাম মুক্তিযোদ্ধা লিস্টে সবার উপরে,কিছু পর দেখবো ওর নাম মুক্তিযোদ্ধা লিস্টে সবার উপরে,2,0.8989854236860817
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,92,শেষ ধ্বংস,শেষ ধ্বংস,2,0.597901373870279
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,93,"""হা হা হা,,,,""",হা হা হা,4,0.79999886506904
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,94,আলহামদুলিল্লাহ সুন্দরভাবে দেশ পরিচালনা করুন এটাই কাম্য,আলহামদুলিল্লাহ সুন্দরভাবে দেশ পরিচালনা করুন এটাই কাম্য,3,0.5194996102240212
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,95,এই ও দেখা লাগলো বাঙালির,এই ও দেখা লাগলো বাঙালির,1,0.7328597624672355
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,96,Nice pic,nice pic,0,0.5999919334885624
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,97,আচ্ছা কোন যুক্তিতে সে এই পদ পাইলো,আচ্ছা কোন যুক্তিতে সে এই পদ পাইলো,3,0.6845750168355631
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,98,ওরে ল্যাওড়া,ওরে ল্যাওড়া,3,0.5981430707068588
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,99,ইতিহাসের বারোটা বাজিয়ে দিবে,ইতিহাসের বারোটা বাজিয়ে দিবে,3,0.3996892070621501
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,100,প্রতিমন্ত্রী কে প্রতিবন্ধী পরে পেলছি,প্রতিমন্ত্রী কে প্রতিবন্ধী পরে পেলছি,0,0.7333312274498598
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,101,কাম সারছে,কাম সারছে,0,0.5999925423080888
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,102,সবাই হাসে ক্যা,সবাই হাসে ক্যা,0,0.5946168671103697
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,103,"""নিমডা দোজরাজ টেলমি, হারতাবুশ ক্রাকুইকিনইন বুমলাহ মহিনুজ্জুকু লো হাকুয়ে""",নিমডা দোজরাজ টেলমি হারতাবুশ ক্রাকুইকিনইন বুমলাহ মহিনুজ্জুকু লো হাকুয়ে,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,104,খোকা পুত্র ইশরাক,খোকা পুত্র ইশরাক,0,0.3994672442651378
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,105,চলিতেসে সার্কাস,চলিতেসে সার্কাস,0,0.5999807024323264
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,106,প্রতিমন্ত্রী হিসেবে হেতের কাজ টা কি,প্রতিমন্ত্রী হিসেবে হেতের কাজ টা কি,0,0.837852686399617
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,107,হোগা মারা সারা,হোগা মারা সারা,2,0.7999988151794243
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,108,অভিনন্দন,অভিনন্দন,3,0.5996661602072301
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,109,আল্লাহরে এডা কি হইলো,আল্লাহরে এডা কি হইলো,0,0.4005457256167617
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,110,"""Bhai vlo korse, oy ar nogor daddyr jonno abedon k9rte parbo na""",bhai vlo korse oy ar nogor daddyr jonno abedon k rte parbo na,1,0.8839969563490951
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,111,"""হতে চাইলেন মেয়র, তাকে মন্ত্রী করা হয়েছে, এটা অন্যায়""",হতে চাইলেন মেয়র তাকে মন্ত্রী করা হয়েছে এটা অন্যায়,0,0.6989840220252539
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,112,আস্তাগফিরুল্লাহ!,আস্তাগফিরুল্লাহ,2,0.5999864777592507
