dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
After Forming Government,after_forming_government,16,এই-যে আপনাকে বলছি শুনোন শপথ সুন্দর ভাবে করুন দে-শ যেনো ভালো চলে,এই যে আপনাকে বলছি শুনোন শপথ সুন্দর ভাবে করুন দে শ যেনো ভালো চলে,1,0.8351628674614555
After Forming Government,after_forming_government,17,না হলে মন্ত্রী হিসেবে ব্যর্থ হবেন,না হলে মন্ত্রী হিসেবে ব্যর্থ হবেন,2,0.8382035349123744
After Forming Government,after_forming_government,18,দীর্ঘ প্রায় ২০ বছর পরে ক্ষমতায় যাচ্ছেন,দীর্ঘ প্রায় বছর পরে ক্ষমতায় যাচ্ছেন,3,0.7971952283053815
After Forming Government,after_forming_government,19,শুভকামনা রইল,শুভকামনা রইল,1,0.7324872459520796
After Forming Government,after_forming_government,20,বাংলাদেশের জাতি চুটিয়া জাতি এই জাতির ভাগ্য পরিবর্তন হবে না,বাংলাদেশের জাতি চুটিয়া জাতি এই জাতির ভাগ্য পরিবর্তন হবে না,4,0.8647841524698554
After Forming Government,after_forming_government,21,এত টুপি গেল কোথায়?,এত টুপি গেল কোথায়,3,0.4941330415736195
After Forming Government,after_forming_government,22,জুলাইয়ের সাথে বিম্পির গাদ্দারি,জুলাইয়ের সাথে বিম্পির গাদ্দারি,0,0.7993769734931737
After Forming Government,after_forming_government,24,জুলাই যোদ্ধা রা রেডি থাকো দেশে আরও একটা কঠিন থেকে কঠিন লড়াই হবে লড়াই,জুলাই যোদ্ধা রা রেডি থাকো দেশে আরও একটা কঠিন থেকে কঠিন লড়াই হবে লড়াই,1,0.9259784932256779
After Forming Government,after_forming_government,25,জুলাই এর হাতিয়ার গর্জে উঠোক আরেক বার,জুলাই এর হাতিয়ার গর্জে উঠোক আরেক বার,1,0.884083591435907
After Forming Government,after_forming_government,26,পল্টি নেওয়া শুরু তাইলে..,পল্টি নেওয়া শুরু তাইলে,2,0.8368796025254587
After Forming Government,after_forming_government,27,এগিয়ে জান লিডার পুরা পৃথিবী আপনার বিপক্ষে থাকলেও আমি পৃথিবীর পক্ষে আছি,এগিয়ে জান লিডার পুরা পৃথিবী আপনার বিপক্ষে থাকলেও আমি পৃথিবীর পক্ষে আছি,2,0.6703866589159185
After Forming Government,after_forming_government,28,এইতো মাত্র লাইনে আসা শুরু করছে।,এইতো মাত্র লাইনে আসা শুরু করছে,4,0.8386141799110558
After Forming Government,after_forming_government,29,সামনে আরো ইন্টারেস্টিং কিছু অপেক্ষা করতেছে আশা করা যায়,সামনে আরো ইন্টারেস্টিং কিছু অপেক্ষা করতেছে আশা করা যায়,4,0.8649701127743118
After Forming Government,after_forming_government,30,"কারো কথাই, সমালোচনায় কান দিয়োনা , নিজে নিজে এগিয়ে যাও ভারতের দিকে",কারো কথাই সমালোচনায় কান দিয়োনা নিজে নিজে এগিয়ে যাও ভারতের দিকে,4,0.6975305979663203
After Forming Government,after_forming_government,31,পল্টি নেওয়া শুরু তাইলে.. সবাই মিলে মিশে থাকা উচিত,পল্টি নেওয়া শুরু তাইলে সবাই মিলে মিশে থাকা উচিত,2,0.9088812285968682
After Forming Government,after_forming_government,32,হাসু আপুর সংবিধানই থাকলে হাসু আপুই বৈধ প্রধানমন্ত্রী।,হাসু আপুর সংবিধানই থাকলে হাসু আপুই বৈধ প্রধানমন্ত্রী,0,0.8994569290421387
After Forming Government,after_forming_government,33,জুলাই আন্দোলনে কারনেই আজ BNP শপথ নিতে পেরেছে। নইলে “ঈদের পর আন্দোলন” বলে বলে বলে বলে ১৭ বছরের সাথে আর কত ১৭ বছর যেতো আল্লাহ জানেন ।,জুলাই আন্দোলনে কারনেই আজ bnp শপথ নিতে পেরেছে নইলে ঈদের পর আন্দোলন বলে বলে বলে বলে বছরের সাথে আর কত বছর যেতো আল্লাহ জানেন,3,0.9118886417156699
After Forming Government,after_forming_government,34,মন থেকে বিএনপিকে ধন্যবাদ জানাই এরকম যুগান্তকারী একটা সিদ্ধান্ত নেওয়ার জন্য,মন থেকে বিএনপিকে ধন্যবাদ জানাই এরকম যুগান্তকারী একটা সিদ্ধান্ত নেওয়ার জন্য,4,0.8994296999426341
After Forming Government,after_forming_government,35,১৯৯৬ সালে বিএনপি কত দিন ক্ষমতায় ছিল,সালে বিএনপি কত দিন ক্ষমতায় ছিল,3,0.8370906488719089
After Forming Government,after_forming_government,36,The Constitution of 1972 is the best in the entire world.,the constitution of is the best in the entire world,0,0.8999532622774981
After Forming Government,after_forming_government,37,"সমস্যা নাই বেইমানদের তো চিনলো জনগণ, খুব শীঘ্রই কিছু একটা ঘটতে যাচ্ছে।",সমস্যা নাই বেইমানদের তো চিনলো জনগণ খুব শীঘ্রই কিছু একটা ঘটতে যাচ্ছে,3,0.8649777810051937
After Forming Government,after_forming_government,38,"তাহলে তো হাসু আপার সংবিধানে তিনিই এখনো প্রধানমন্ত্রী, তাকে তার দায়িত্ব বুজিয়ে দেয়া হোক",তাহলে তো হাসু আপার সংবিধানে তিনিই এখনো প্রধানমন্ত্রী তাকে তার দায়িত্ব বুজিয়ে দেয়া হোক,0,0.6612271203621831
After Forming Government,after_forming_government,39,Think ache.polapainr kothai BNP cholbe naki,think ache polapainr kothai bnp cholbe naki,3,0.5989513089680889
After Forming Government,after_forming_government,40,সংস্কারের পক্ষে শপথ না নিলে মেয়াদ দিলাম সর্বোচ্চ ২বছর,সংস্কারের পক্ষে শপথ না নিলে মেয়াদ দিলাম সর্বোচ্চ বছর,2,0.6742449564140874
After Forming Government,after_forming_government,41,যুগের পরে যুগ ইতিহাসে লেখা আছে গাদ্দারী তো ওরাই করে যাদের অস্তিত্ব বিলিনের পথে যখন তারা স্বস্তি ফিরে পায়,যুগের পরে যুগ ইতিহাসে লেখা আছে গাদ্দারী তো ওরাই করে যাদের অস্তিত্ব বিলিনের পথে যখন তারা স্বস্তি ফিরে পায়,4,0.925938780310542
After Forming Government,after_forming_government,42,"বিএনপি আওয়ামী লীগ ভাই ভাই, মিলেমিশে ভাগ করে খাই, তাই খাওয়ার জন্য সংস্করণ শপথ নিবে না",বিএনপি আওয়ামী লীগ ভাই ভাই মিলেমিশে ভাগ করে খাই তাই খাওয়ার জন্য সংস্করণ শপথ নিবে না,1,0.6824349900404957
After Forming Government,after_forming_government,43,ওরা চায় না সংস্কার হোক,ওরা চায় না সংস্কার হোক,0,0.5253850145747665
After Forming Government,after_forming_government,44,শনির দশার অপেক্ষায়,শনির দশার অপেক্ষায়,1,0.5992874203991833
After Forming Government,after_forming_government,45,জুলাই এর সঙ্গে বেইমানি করলে এদেশে আবারো জুলাই নেমে আসবে ইনশাআল্লাহ...,জুলাই এর সঙ্গে বেইমানি করলে এদেশে আবারো জুলাই নেমে আসবে ইনশাআল্লাহ,4,0.9101346679424163
After Forming Government,after_forming_government,46,"এখানে এত অবাক হওয়ার কি আছে, বিনপি এমন পোল্টি মারবে তা তো সবার জানা থাকার কথা। নির্বাচন এ যা করছে তাতে না বুঝার কিছুই নাই এরা ভবিষ্যত এ ভালো কিছুই করবে না।",এখানে এত অবাক হওয়ার কি আছে বিনপি এমন পোল্টি মারবে তা তো সবার জানা থাকার কথা নির্বাচন এ যা করছে তাতে না বুঝার কিছুই নাই এরা ভবিষ্যত এ ভালো কিছুই করবে না,3,0.8543980715989529
After Forming Government,after_forming_government,47,"মাহদী আগমন করেছেন, আজই তাঁর প্রতি আনুগত্য ও সমর্থনের অঙ্গীকার করুন!",মাহদী আগমন করেছেন আজই তাঁর প্রতি আনুগত্য ও সমর্থনের অঙ্গীকার করুন,0,0.662171786393399
After Forming Government,after_forming_government,48,নবী মুহাম্মদ (সা. ও তাঁর পরিবার) বলেছেন:,নবী মুহাম্মদ সা ও তাঁর পরিবার বলেছেন,1,0.7330203809939411
After Forming Government,after_forming_government,49,"“যে ব্যক্তি তার সময়ের ইমামের প্রতি আনুগত্য (বাইআত) না করে মৃত্যুবরণ করে, সে জাহেলিয়াতের মৃত্যুবরণ করেছে।""",যে ব্যক্তি তার সময়ের ইমামের প্রতি আনুগত্য বাইআত না করে মৃত্যুবরণ করে সে জাহেলিয়াতের মৃত্যুবরণ করেছে,0,0.6383877947350438
After Forming Government,after_forming_government,50,YouTube : The Mahdi Has Appeared.,youtube the mahdi has appeared,0,0.7333231256971791
After Forming Government,after_forming_government,51,তাহলে এ নির্বাচনের মানে কি,তাহলে এ নির্বাচনের মানে কি,0,0.7987815632700288
After Forming Government,after_forming_government,52,শুরু হচ্ছে তাহলে,শুরু হচ্ছে তাহলে,4,0.7300572675871075
After Forming Government,after_forming_government,53,"17 বছর পর ও কিন্ত আওয়ামীলীগ অপমানিত হয়ে দেশ ছাড়তে হইছে ,, এটা মাথায় রাখা ভাল,, না হলে ,,,Another terrible revolution awaits us",বছর পর ও কিন্ত আওয়ামীলীগ অপমানিত হয়ে দেশ ছাড়তে হইছে এটা মাথায় রাখা ভাল না হলে another terrible revolution awaits us,1,0.9325038789565087
After Forming Government,after_forming_government,54,Aita agai Jana silo Amon e hobe..,aita agai jana silo amon e hobe,4,0.7333198321909045
After Forming Government,after_forming_government,55,Ai karone BNP support korina,ai karone bnp support korina,3,0.4004740456308807
After Forming Government,after_forming_government,56,আরো কতো কি বাকি আছে সামনে ইনশাআল্লাহ,আরো কতো কি বাকি আছে সামনে ইনশাআল্লাহ,4,0.865878217949824
After Forming Government,after_forming_government,57,১২ দিন পরে নিবে,দিন পরে নিবে,0,0.597362094649491
After Forming Government,after_forming_government,58,"ওহ নো,,,",ওহ নো,0,0.2
After Forming Government,after_forming_government,59,জিনি খমতা দিতে পারে তিনি খমতা কেরেও নিতে পারে এটা নিয়ে চিন্তার কিছু নেই সকল খমতার মালিক হলো আল্লাহ নো টেনশোন,জিনি খমতা দিতে পারে তিনি খমতা কেরেও নিতে পারে এটা নিয়ে চিন্তার কিছু নেই সকল খমতার মালিক হলো আল্লাহ নো টেনশোন,3,0.9183059412839699
After Forming Government,after_forming_government,60,ব্যাপারটা চুদলিং সং হয়ে গেলো ।,ব্যাপারটা চুদলিং সং হয়ে গেলো,0,0.7318141426774357
After Forming Government,after_forming_government,61,এটাকে বলে ইউ টার্ন 360°,এটাকে বলে ইউ টার্ন,3,0.40029565937951567
After Forming Government,after_forming_government,62,শাবাশ,শাবাশ,4,0.5999622383079599
After Forming Government,after_forming_government,63,"গুড ডিসিশন, বাঙ্গালীদের এভাবেই প্রতিদান দিতে হয়।",গুড ডিসিশন বাঙ্গালীদের এভাবেই প্রতিদান দিতে হয়,1,0.8348376490017735
After Forming Government,after_forming_government,64,আপনারা এগিয়ে যান আমি ফুল সাপোর্টে আছি,আপনারা এগিয়ে যান আমি ফুল সাপোর্টে আছি,2,0.839461776181628
After Forming Government,after_forming_government,65,"দরকার হয় উচ্চ-কক্ষ বাতিল করেন আমি তাতেও রাজি।(এবার বুজবে মূর্খ বাঙালি কাদের ভোট দিছে,অশিক্ষিত বাঙালি)",দরকার হয় উচ্চ কক্ষ বাতিল করেন আমি তাতেও রাজি এবার বুজবে মূর্খ বাঙালি কাদের ভোট দিছে অশিক্ষিত বাঙালি,2,0.9322580575335111
After Forming Government,after_forming_government,66,ইন্ডিয়ার এজেন্ট পার্টি,ইন্ডিয়ার এজেন্ট পার্টি,2,0.7327647918762192
After Forming Government,after_forming_government,67,নিজের পায়ে নিজেরাই কুড়াল মারতেছে,নিজের পায়ে নিজেরাই কুড়াল মারতেছে,2,0.40014087707028906
After Forming Government,after_forming_government,68,আওয়ামীলীগ স্টাইলে খেলা শুরু,আওয়ামীলীগ স্টাইলে খেলা শুরু,4,0.5505077672239614
After Forming Government,after_forming_government,69,Agula re party Gali dei na amaro dekhbo koydin thake,agula re party gali dei na amaro dekhbo koydin thake,1,0.599987094351072
After Forming Government,after_forming_government,70,asol rup ta dekhai dilo asar sathe sathei.,asol rup ta dekhai dilo asar sathe sathei,2,0.5956903712819669
After Forming Government,after_forming_government,71,অবিলম্বে জুলাই আন্দোলনের সর্বস্তরের জনতা আবার ঐক্য হতে হবে বি এন পি নামক নব্য ফ্যাসিবাদের পতনের ডাক দিয়ে এদেশের মাটি কে পবিত্র করতে হবে। বি এন পি নয় জুলাই চাই। বি এন পি কে দায়িত্ব নিয়ে শাখা প্রশাখা গজানোর আগেই কেটে ফেলতে হবে।,অবিলম্বে জুলাই আন্দোলনের সর্বস্তরের জনতা আবার ঐক্য হতে হবে বি এন পি নামক নব্য ফ্যাসিবাদের পতনের ডাক দিয়ে এদেশের মাটি কে পবিত্র করতে হবে বি এন পি নয় জুলাই চাই বি এন পি কে দায়িত্ব নিয়ে শাখা প্রশাখা গজানোর আগেই কেটে ফেলতে হবে,3,0.8326641754135671
After Forming Government,after_forming_government,72,যারা জনগণের গনোভোটের রায়'কে মানে 'না তারা ই আবার জনগনের দিয়া ভোটে সংসদে যেতে চায় কেমনে?,যারা জনগণের গনোভোটের রায় কে মানে না তারা ই আবার জনগনের দিয়া ভোটে সংসদে যেতে চায় কেমনে,0,0.9372730348507217
After Forming Government,after_forming_government,73,আবারও পুনমারামারী শুরু গরি দিইয়ি..,আবারও পুনমারামারী শুরু গরি দিইয়ি,4,0.7317261249236489
After Forming Government,after_forming_government,74,গিরগিট এর মত ক্ষমতায় এসে রং দেখানো শুরু হয়ে গেছে,গিরগিট এর মত ক্ষমতায় এসে রং দেখানো শুরু হয়ে গেছে,0,0.5350728077406061
After Forming Government,after_forming_government,75,সালারে কি পরিমানের বাটপারি করবে বুঝার বাকী নাই আর!,সালারে কি পরিমানের বাটপারি করবে বুঝার বাকী নাই আর,0,0.7975735825550919
After Forming Government,after_forming_government,76,পল্টি নিলো জাতির সাথে বেইমানি,পল্টি নিলো জাতির সাথে বেইমানি,2,0.7973926579264017
After Forming Government,after_forming_government,77,পল্টি বাজ,পল্টি বাজ,2,0.7333276422961609
After Forming Government,after_forming_government,78,কোটা না মেধা,কোটা না মেধা,4,0.7318762715267305
After Forming Government,after_forming_government,79,মেধা মেধা।,মেধা মেধা,4,0.7333207049753808
After Forming Government,after_forming_government,80,সঠিক সিদ্ধান্ত ধন্যবাদ সরকার কে।,সঠিক সিদ্ধান্ত ধন্যবাদ সরকার কে,4,0.8365947538285927
After Forming Government,after_forming_government,81,শপথ নেয়ার কি আছে জুলাই সনদ এটা চলমান প্রক্রিয়া,শপথ নেয়ার কি আছে জুলাই সনদ এটা চলমান প্রক্রিয়া,0,0.5814877256022252
After Forming Government,after_forming_government,82,বিএনপিকে স্যালুট জানাই।,বিএনপিকে স্যালুট জানাই,4,0.7979174273575831
After Forming Government,after_forming_government,83,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,ওয়াকারকে সকল ক্ষমতা হস্তান্তর করা হোক,2,0.7958383958253538
After Forming Government,after_forming_government,84,"আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই। কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে, সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী। এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল ২০২৮ সালে।",আমাদের সংবিধানে গণবিপ্লবের মুখে প্রধানমন্ত্রী পলাইয়া গেলে কি হবে এইটা বলা নাই কাজেই কেউ চাইলে এইটা দাবি করতে পারে যে সংবিধান অনুযায়ী হাসিনা এখনো বৈধ প্রধানমন্ত্রী এবং সংবিধান অনুযায়ী এই নির্বাচন হবার কথা ছিল সালে,0,0.7022696838776801
After Forming Government,after_forming_government,85,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক। সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো। কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক।,সংবিধান অনুযায়ী ইউনুসের অন্তর্বর্তী সরকার অসাংবিধানিক সংবিধানের কোথাও অন্তর্বর্তী সরকারের কথা লেখা নাইতো কাজেই সংবিধান অনুযায়ী অন্তর্বর্তী সরকারের অধীনে করা নির্বাচনও অসাংবিধানিক,0,0.8357942890802483
After Forming Government,after_forming_government,86,"তো, সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়?",তো সংসদ সদস্য হিসাবে আপনাদের শপথ কেমনে সাংবিধানিক হয়,0,0.8991372094018798
After Forming Government,after_forming_government,87,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক! বিএনপি'র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে?,এতে পলাতক স্বৈরাচার ও দালালরা খুশি হবে এটাই তো স্বাভাবিক বিএনপি র পথ চলার শুরুটা কিই তবে আওয়ামী সঠতা দিয়ে,1,0.9102772426679853
After Forming Government,after_forming_government,88,2024 এর জুলাই সনদ বাস্তবায়ন করতে না পারলে।। এখন 2026 সালে কিসের নির্বাচন.. কারণ 1972 সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ 2029 সাল পর্যন্ত,এর জুলাই সনদ বাস্তবায়ন করতে না পারলে এখন সালে কিসের নির্বাচন কারণ সালের সংবিধান অনুযায়ী জাতীয় সংসদ নির্বাচন এর সর্বশেষ সাল পর্যন্ত,0,0.949379444846901
After Forming Government,after_forming_government,89,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা??,শেখের বেটি প্রধানমন্ত্রী শেখ হাসিনা,4,0.7959593651467909
After Forming Government,after_forming_government,90,juuuuuuulay der ki hobe,juuuuuuulay der ki hobe,4,0.7316889505291917
After Forming Government,after_forming_government,91,Taile tomgo thakar dorker nai,taile tomgo thakar dorker nai,1,0.5983216973867918
After Forming Government,after_forming_government,92,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,জুলাইয়ের সাথে গাদ্দারির ফল ভালো হবে না,3,0.5169906167115762
After Forming Government,after_forming_government,93,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার।,কপালে এদেরো দুংখ আছে এটা ক্লিয়ার,4,0.5999909338882767
After Forming Government,after_forming_government,94,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,আরেক জুলাইয়ের অপেক্ষ বাংলাদেশ,1,0.5128158070754986
After Forming Government,after_forming_government,95,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,আগেই বুজছিলাম নেতার উপরে আলেম ভিতরে জালেম,2,0.839362334888489
After Forming Government,after_forming_government,96,Kokhn ki bole,kokhn ki bole,1,0.7294365335793667
After Forming Government,after_forming_government,97,জনগণের সাথে বেইমানি,জনগণের সাথে বেইমানি,2,0.7263296367487561
After Forming Government,after_forming_government,98,জনগন হ‍্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,জনগন হ্যাঁ ভোট দিয়ে জয় যুক্ত করেছে,0,0.5963383271656812
After Forming Government,after_forming_government,99,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,শপথ করতাছি আমরা জনগণের টাকা লুটে খাব তোমরা কোন কথা বলতে পারবে নাচোর সব একসাথে শপথ পড়তাছে,0,0.673772449961838
After Forming Government,after_forming_government,100,Beiman b n p,beiman b n p,4,0.5999782000372235
After Forming Government,after_forming_government,101,ইতিহাসের সেরা গাদ্দার টিকবে না ১৭ বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,ইতিহাসের সেরা গাদ্দার টিকবে না বছরের হাসিনার ক্ষমতা টিকেিয়ে রাখতে পারে নাই সকল প্রশাসন তার হাতে থাকার পরেও বিএনপি কেমনে টিকবে শুরুতেই তাদের পতনের গাদ্দারি শুরু করে দিছে,3,0.45871500792965675
After Forming Government,after_forming_government,102,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,সাধারণ জনগণ থেমে থাকবেনা আন্দোলন করবে,2,0.7979680953134789
After Forming Government,after_forming_government,103,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন।,আবার নতুন করে স্বৈরাচার এবং স্বৈরশাসন প্রতিষ্ঠিত হতে চলছে অপেক্ষা করুন আর চেয়ে চেয়ে দেখুন,1,0.9323380627710285
After Forming Government,after_forming_government,104,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল।,এটা তাদের দোস না এটা মাথা মোটা বাঙালীদের পাপের ফল,1,0.5991442605342469
After Forming Government,after_forming_government,105,"#_সরি Osman Hadi ওসমান হাদি ভাই, হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি।",সরি osman hadi ওসমান হাদি ভাই হাজারো জীবনের বিনিময়ে আমরা এক স্বৈরাচারকে সরিয়ে আবার অন্য স্বৈরাচারের কাছে দেশ তুলে দিয়েছি,2,0.9322507630080833
After Forming Government,after_forming_government,106,Batpari suru,batpari suru,1,0.7333130797521232
After Forming Government,after_forming_government,107,RIP “হ‍্যাঁ” ভোট !,rip হ্যাঁ ভোট,0,0.7325629157348097
After Forming Government,after_forming_government,108,2 bosor o tikbi na in sha allah,bosor o tikbi na in sha allah,1,0.8661257887047378
After Forming Government,after_forming_government,109,১৯৯৬- ১৫দিন....অতিত ভুলে যাওয়া উচিত না।,দিন অতিত ভুলে যাওয়া উচিত না,1,0.5484332084029522
After Forming Government,after_forming_government,110,"সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,,,,",সংবিধান সংস্কার হলে তারা দূর্নীতি চাঁদাবাজি করতে পারবে না,2,0.5954888224327122
After Forming Government,after_forming_government,111,Mc ra besi barche poton sigroi,mc ra besi barche poton sigroi,3,0.5999654408460037
After Forming Government,after_forming_government,112,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,0,0.5999984356205927
After Forming Government,after_forming_government,113,রাস্তা পাবে না পালানোর,রাস্তা পাবে না পালানোর,2,0.7956939054721136
After Forming Government,after_forming_government,114,গান সেই পুরোটাই,গান সেই পুরোটাই,0,0.2
After Forming Government,after_forming_government,115,শুধু আফসোস হয় ১৪শ শহীদের জন্য।,শুধু আফসোস হয় শ শহীদের জন্য,4,0.7328570188748226
After Forming Government,after_forming_government,116,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,গাদ্দারী শুরু হয়ে গেছে একনি বাকি দিন জনগণ সুন্দর ভাবে দেখবে,4,0.4749615166836356
After Forming Government,after_forming_government,117,বদমাইশি শুরু হয়ছে তাহলে,বদমাইশি শুরু হয়ছে তাহলে,4,0.7300572675871075
After Forming Government,after_forming_government,118,১৪০০+ ভাইয়ের অভিশাপ বয়ে বেড়াতে হবে এই দেশের মানুষকে।,ভাইয়ের অভিশাপ বয়ে বেড়াতে হবে এই দেশের মানুষকে,2,0.7986076586352511
After Forming Government,after_forming_government,119,জাতির সাথে বড় প্রতারণা হলো।,জাতির সাথে বড় প্রতারণা হলো,3,0.8340605062824455
After Forming Government,after_forming_government,120,শ্রীলঙ্কার নিউজ দেখছো ফাসির অডার আন্দোলন কারিদের,শ্রীলঙ্কার নিউজ দেখছো ফাসির অডার আন্দোলন কারিদের,4,0.7315131162330355
After Forming Government,after_forming_government,121,এমনটিই হওয়ার কথা ছিল হয়তো,এমনটিই হওয়ার কথা ছিল হয়তো,1,0.7323784435758217
After Forming Government,after_forming_government,122,এখন বুঝো জনগণ তোমাদের মতামত কে সুডেও না এটাকেই বলে মোনাফেক,এখন বুঝো জনগণ তোমাদের মতামত কে সুডেও না এটাকেই বলে মোনাফেক,3,0.8356065731194996
